,pos,word_en,word_sp,positive,new_negetive ,objective,index,synset,meaning,negative
3453,a,extensive,,0.375,0.0,0.625,1,526062,"broad in scope or content; ""across-the-board pay increases""; ""an all-embracing definition""; ""blanket sanctions against human-rights violators""; ""an invention with broad applications""; ""a panoptic study of Soviet nationality""- T.G.Winner; ""granted him wide powers"" ",0.0
3454,a,extenuating,,0.25,0.0,0.75,0,923671,"partially excusing or justifying; ""extenuating circumstances"" ",0.0
3455,a,exterior,,0.375,0.0,0.625,0,952395,"situated in or suitable for the outdoors or outside of a building; ""an exterior scene""; ""exterior grade plywood""; ""exterior paints"" ",0.0
3456,a,external,,0.0,0.125,0.875,2,1037885,"from or between other countries; ""external commerce""; ""international trade""; ""developing nations need outside help"" ",-0.125
3458,a,extinct,,0.0,0.125,0.875,2,100213," being out or having grown cold; ""threw his extinct cigarette into the stream""; ""the fire is out"" ",-0.125
3460,a,extinguishable,,0.5,0.0,0.5,0,947789,"capable of being extinguished or killed; ""an extinguishable fire""; ""hope too is extinguishable"" ",0.0
3461,a,extinguished,,0.0,0.5,0.5,0,736020,of a conditioned response; caused to die out because of the absence or withdrawal of reinforcement ,-0.5
3462,a,extortionate,,0.0,0.75,0.25,0,1534282,"greatly exceeding bounds of reason or moderation; ""exorbitant rent""; ""extortionate prices""; ""spends an outrageous amount on entertainment""; ""usurious interest rate""; ""unconscionable spending"" ",-0.75
3463,a,extra,,0.0,0.5,0.5,0,1581305,"more than is needed, desired, or required; ""trying to lose excess weight""; ""found some extra change lying on the dresser""; ""yet another book on heraldry might be thought redundant""; ""skills made redundant by technological advance""; ""sleeping in the spare room""; ""supernumerary ornamentation""; ""it was supererogatory of her to gloat""; ""delete superfluous (or unnecessary) words""; ""extra ribs as well as other supernumerary internal parts""; ""surplus cheese distributed to the needy"" ",-0.5
3464,a,extractable,,0.625,0.0,0.375,0,1526905,capable of being extracted ,0.0
3465,a,extractible,,0.625,0.0,0.375,0,1526905,capable of being extracted ,0.0
3466,a,extralegal,,0.0,0.75,0.25,0,1403469,"not regulated or sanctioned by law; ""there were only extralegal recourses for their grievances"" ",-0.75
3467,a,extraneous,,0.0,0.5,0.5,2,2117464,"not belonging to that in which it is contained; introduced from an outside source; ""water free of extraneous matter""; ""foreign particles in milk"" ",-0.5
3469,a,extraordinary,,0.625,0.0,0.375,0,1675190,"beyond what is ordinary or usual; highly unusual or exceptional or remarkable; ""extraordinary authority""; ""an extraordinary achievement""; ""her extraordinary beauty""; ""enjoyed extraordinary popularity""; ""an extraordinary capacity for work""; ""an extraordinary session of the legislature"" ",0.0
3470,a,extrasensory,,0.0,0.25,0.75,0,2108827,seemingly outside normal sensory channels ,-0.25
3471,a,extravagant,,0.0,0.125,0.875,1,2422242,"recklessly wasteful; ""prodigal in their expenditures"" ",-0.125
3472,a,extreme,,0.25,0.0,0.75,2,1535082,"beyond a norm in views or actions; ""an extreme conservative""; ""an extreme liberal""; ""extreme views on integration""; ""extreme opinions"" ",0.0
3475,a,extricable,,0.75,0.0,0.25,0,945123,capable of being extricated ,0.0
3476,a,extrinsic,,0.0,0.625,0.375,0,1349041,"not forming an essential part of a thing or arising or originating from the outside; ""extrinsic evidence""; ""an extrinsic feature of the new building""; ""that style is something extrinsic to the subject""; ""looking for extrinsic aid"" ",-0.625
3477,a,extrovertish,,0.0,0.25,0.75,0,1351837,being somewhat extroverted ,-0.25
3478,a,exuberant,,0.0,0.25,0.75,2,15247,"produced or growing in extreme abundance; ""their riotous blooming"" ",-0.25
3479,a,eye-catching,,0.0,0.125,0.875,0,579498,"seizing the attention; ""eye-catching posters"" ",-0.125
3480,a,eyed,,0.0,0.125,0.875,0,953332,"having an eye or eyes or eyelike feature especially as specified; often used in combination; ""a peacock's eyed feathers""; ""red-eyed"" ",-0.125
3481,a,eye-deceiving,,0.0,0.5,0.5,0,1935581,"creating the illusion of seeing reality; ""the visual deception of trompe-l'oeil art"" ",-0.5
3482,a,eyelike,,0.375,0.0,0.625,0,953886,"suggesting an eye or eyes; ""eyelike markings on a butterfly's wings""; ""the eyelike gleam of two distant windows in the dark"" ",0.0
3483,a,eye-popping,,0.25,0.0,0.75,0,1283787,"amazingly impressive; suggestive of the flashing of lightning; ""the skater's dazzling virtuosic leaps""; ""these great best canvases still look as astonishing and as invitingly new as they did...when...his fulgurant popularity was in full growth""- Janet Flanner; ""adventures related...in a style both vivid and fulgurous""- Idwal Jones ",0.0
3484,a,fabian,,0.25,0.0,0.75,1,325840,"using cautious slow strategy to wear down opposition; avoiding direct confrontation; ""a fabian policy"" ",0.0
3485,a,fabled,,0.0,0.625,0.375,0,1935744,"celebrated in fable or legend; ""the fabled Paul Bunyan and his blue ox""; ""legendary exploits of Jesse James"" ",-0.625
3486,a,fabulous,,0.0,0.25,0.75,1,1936184,"based on or told of in traditional stories; lacking factual basis or historical validity; ""mythical centaurs""; ""the fabulous unicorn"" ",-0.25
3487,a,faceless,,0.0,0.5,0.5,0,236483,"without a face or identity; ""a faceless apparition""; ""the faceless accusers of the police state"" ",-0.5
3488,a,face-saving,,0.5,0.0,0.5,0,1196367,"maintaining dignity or prestige; ""a face-saving compromise"" ",0.0
3489,a,facetious,,0.625,0.0,0.375,0,1264913,"cleverly amusing in tone; ""a bantering tone""; ""facetious remarks""; ""tongue-in-cheek advice"" ",0.0
3490,a,face-to-face,,0.0,0.125,0.875,0,1767975,"in each other's presence; ""a face-to-face encounter"" ",-0.125
3491,a,facile,,0.5,0.0,0.5,1,838533,"performing adroitly and without effort; ""a facile hand"" ",0.0
3493,a,factious,,0.0,0.5,0.5,0,554302,dissenting (especially dissenting with the majority opinion) ,-0.5
3494,a,factitious,,0.0,0.75,0.25,0,1573101,"not produced by natural forces; ""brokers created a factitious demand for stocks"" ",-0.75
3495,a,factual,,0.25,0.0,0.75,1,2899112,"of or relating to or characterized by facts; ""factual considerations"" ",0.0
3497,a,facultative,,0.0,0.125,0.875,3,847861,"not compulsory; ""facultative courses in the sciences"" ",-0.125
3498,a,faddish,,0.125,0.0,0.875,0,972236,intensely fashionable for a short time ,0.0
3499,a,faddy,,0.125,0.0,0.875,0,972236,intensely fashionable for a short time ,0.0
3500,a,faded,,0.0,0.375,0.625,1,882166,"reduced in strength; ""the faded tones of an old recording"" ",-0.375
3501,a,faecal,,0.0,0.25,0.75,0,3065685," of or relating to feces; ""fecal matter"" ",-0.25
3502,a,failing,,0.5,0.0,0.5,0,2082812,"below acceptable in performance; ""received failing grades"" ",0.0
3503,a,fail-safe,,0.0,0.75,0.25,0,2094514,"guaranteed not to fail; ""a fail-safe recipe for cheese souffle"" ",-0.75
3504,a,fain,,0.125,0.0,0.875,0,2565425,"having made preparations; ""prepared to take risks"" ",0.0
3505,a,faint,,0.125,0.0,0.875,4,782568,"indistinctly understood or felt or perceived; ""a faint clue to the origin of the mystery""; ""haven't the faintest idea"" ",0.0
3507,a,fair,,0.375,0.0,0.625,8,461091,"free of clouds or rain; ""today will be fair and warm"" ",0.0
3510,a,fair-haired,,0.125,0.0,0.875,0,1462461,"favorite; ""the fair-haired boy of the literary set"" ",0.0
3511,a,fair-minded,,0.0,0.25,0.75,0,956976,of a person; just and impartial; not prejudiced ,-0.25
3512,a,faithful,,0.625,0.0,0.375,1,22219,"marked by fidelity to an original; ""a close translation""; ""a faithful copy of the portrait""; ""a faithful rendering of the observed facts"" ",0.0
3515,a,fake,,0.0,0.75,0.25,0,1117477,fraudulent; having a misleading appearance ,-0.75
3516,a,fallacious,,0.0,0.625,0.375,1,1223941,"intended to deceive; ""deceitful advertising""; ""fallacious testimony""; ""smooth, shining, and deceitful as thin ice"" - S.T.Coleridge; ""a fraudulent scheme to escape paying taxes"" ",-0.625
3517,a,fall-blooming,,0.125,0.0,0.875,0,1255530,of plants that bloom during the autumn ,0.0
3518,a,fallen,,0.0,0.125,0.875,1,736196,"having fallen in or collapsed; ""a fallen building"" ",-0.125
3520,a,fall-flowering,,0.125,0.0,0.875,0,1255530,of plants that bloom during the autumn ,0.0
3521,a,fallible,falible,0.0,0.25,0.75,0,964090,"likely to fail or make errors; ""everyone is fallible to some degree"" ",-0.25
3522,a,falling,,0.25,0.0,0.75,2,2486628,"coming down freely under the influence of gravity; ""the eerie whistle of dropping bombs""; ""falling rain"" ",0.0
3524,a,fallow,,0.125,0.0,0.875,1,943092,"undeveloped but potentially useful; ""a fallow gold market"" ",0.0
3525,a,falsifiable,,0.75,0.0,0.25,0,859453,capable of being tested (verified or falsified) by experiment or observation ,0.0
3526,a,famed,,0.375,0.0,0.625,0,1375831,"widely known and esteemed; ""a famous actor""; ""a celebrated musician""; ""a famed scientist""; ""an illustrious judge""; ""a notable historian""; ""a renowned painter"" ",0.0
3527,a,familial,,0.0,0.125,0.875,1,1314537,"occurring among members of a family usually by heredity; ""an inherited disease""; ""familial traits""; ""genetically transmitted features"" ",-0.125
3528,a,familiar,,0.375,0.0,0.625,3,453053,"having mutual interests or affections; of established friendship; ""on familiar terms""; ""pretending she is on an intimate footing with those she slanders"" ",0.0
3530,a,famous,,0.375,0.0,0.625,0,1375831,"widely known and esteemed; ""a famous actor""; ""a celebrated musician""; ""a famed scientist""; ""an illustrious judge""; ""a notable historian""; ""a renowned painter"" ",0.0
3531,a,fanciful,,0.5,0.0,0.5,0,643598,"indulging in or influenced by fancy; ""a fanciful mind""; ""all the notional vagaries of childhood"" ",0.0
3533,a,fancy,elaborado,0.0,0.375,0.625,0,1794340,"not plain; decorative or ornamented; ""fancy handwriting""; ""fancy clothes"" ",-0.375
3534,a,fancy-free,,0.0,0.5,0.5,0,518848,"having no commitments or responsibilities; carefree; ""a fancy-free bachelor"" ",-0.5
3535,a,fantabulous,,1.0,0.0,0.0,0,2343110,"very good;of the highest quality; ""made an excellent speech""; ""the school has excellent teachers""; ""a first-class mind"" ",0.0
3536,a,fantastic,,0.375,0.0,0.625,0,967646,"ludicrously odd; ""Hamlet's assumed antic disposition""; ""fantastic Halloween costumes""; ""a grotesque reflection in the mirror"" ",0.0
3539,a,fantastical,,0.375,0.0,0.625,1,967646,"ludicrously odd; ""Hamlet's assumed antic disposition""; ""fantastic Halloween costumes""; ""a grotesque reflection in the mirror"" ",0.0
3541,a,far,,0.375,0.0,0.625,3,1535481,"beyond a norm in opinion or actions; ""the far right"" ",0.0
3542,a,faraway,,0.25,0.0,0.75,1,450915,"far removed mentally; ""a faraway (or distant) look in her eyes"" ",0.0
3543,a,far-famed,,0.375,0.0,0.625,0,1375831,"widely known and esteemed; ""a famous actor""; ""a celebrated musician""; ""a famed scientist""; ""an illustrious judge""; ""a notable historian""; ""a renowned painter"" ",0.0
3544,a,far-out,,0.0,0.5,0.5,0,609564,informal terms; strikingly unconventional ,-0.5
3545,a,far-right,,0.0,0.5,0.5,0,2030562,extremely conservative ,-0.5
3546,a,farseeing,,0.25,0.0,0.75,1,1895296,"planning prudently for the future; ""large goals that required farsighted policies""; ""took a long view of the geopolitical issues"" ",0.0
3548,a,farsighted,,0.25,0.0,0.75,1,1895296,"planning prudently for the future; ""large goals that required farsighted policies""; ""took a long view of the geopolitical issues"" ",0.0
3549,a,farther,,0.0,0.125,0.875,1,443988,"more distant in especially degree; ""nothing could be further from the truth""; ""further from our expectations""; ""farther from the truth""; ""farther from our expectations"" ",-0.125
3550,a,fascinated,,0.125,0.0,0.875,0,865848,having your attention fixated as though by a spell ,0.0
3551,a,fascinating,,0.5,0.0,0.5,0,1344171,"capable of arousing and holding the attention; ""a fascinating story"" ",0.0
3553,a,fast,,0.125,0.0,0.875,4,1774091,"resistant to destruction or fading; ""fast colors"" ",0.0
3556,a,fast_asleep,,0.0,0.125,0.875,0,188738,"sleeping deeply; ""lying fast asleep on the sofa""; ""it would be cruel to wake him; he's sound asleep"" ",-0.125
3557,a,fastidious,,0.5,0.0,0.5,0,983862,"giving careful attention to detail; hard to please; excessively concerned with cleanliness; ""a fastidious and incisive intellect""; ""fastidious about personal cleanliness"" ",0.0
3558,a,fat,,0.125,0.0,0.875,2,991838,"containing or composed of fat; ""fatty food""; ""fat tissue"" ",0.0
3562,a,fatal,,0.125,0.0,0.875,3,343226,"controlled or decreed by fate; predetermined; ""a fatal series of events"" ",0.0
3566,a,fateful,,0.125,0.0,0.875,3,343226,"controlled or decreed by fate; predetermined; ""a fatal series of events"" ",0.0
3569,a,fat-free,,0.0,0.5,0.5,0,992955,"without fat or fat solids; ""nonfat or fat-free milk"" ",-0.5
3570,a,fatheaded,,0.375,0.0,0.625,0,440292,(used informally) stupid ,0.0
3571,a,fatherless,,0.0,0.375,0.625,0,1734267,having no living father ,-0.375
3573,a,fatherlike,,0.375,0.0,0.625,0,1734607,like or befitting a father or fatherhood; kind and protective ,0.0
3574,a,fatherly,,0.375,0.0,0.625,0,1734607,like or befitting a father or fatherhood; kind and protective ,0.0
3575,a,fathomable,,0.5,0.0,0.5,0,994744,(of depth) capable of being sounded or measured for depth ,0.0
3577,a,fatless,,0.0,0.5,0.5,0,992955,"without fat or fat solids; ""nonfat or fat-free milk"" ",-0.5
3578,a,fattish,,0.25,0.0,0.75,0,987703,somewhat fat ,0.0
3579,a,fatty,,0.125,0.0,0.875,0,991838,"containing or composed of fat; ""fatty food""; ""fat tissue"" ",0.0
3580,a,fatuous,,0.375,0.0,0.625,0,2571277,devoid of intelligence ,0.0
3581,a,faultfinding,,0.0,0.5,0.5,1,647867,"tending to find and call attention to faults; ""a captious pedant""; ""an excessively demanding and faultfinding tutor"" ",-0.5
3582,a,faultless,,0.0,0.625,0.375,0,1750847,"without fault or error; ""faultless logic""; ""speaks impeccable French""; ""timing and technique were immaculate""; ""an immaculate record"" ",-0.625
3583,a,faulty,,0.5,0.0,0.5,0,1752953,"having a defect; ""I returned the appliance because it was defective"" ",0.0
3584,a,faustian,,0.25,0.0,0.75,0,3134282,"pertaining to or resembling or befitting Faust or Faustus especially in insatiably striving for worldly knowledge and power even at the price of spiritual values; ""a Faustian pact with the Devil"" ",0.0
3585,a,favorable,,0.5,0.0,0.5,4,604978,"occurring at a convenient or suitable time; ""an opportune time to receive guests"" ",0.0
3588,a,favorite,,0.125,0.0,0.875,0,1816376,"appealing to the general public; ""a favorite tourist attraction"" ",0.0
3589,a,favourable,,0.5,0.0,0.5,2,604978,"occurring at a convenient or suitable time; ""an opportune time to receive guests"" ",0.0
3592,a,favourite,,0.125,0.0,0.875,0,1816376,"appealing to the general public; ""a favorite tourist attraction"" ",0.0
3593,a,fazed,,0.0,0.25,0.75,0,532147,"caused to show discomposure; ""refused to be fazed by the objections"" ",-0.25
